id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
6379,TJBQ,medium_airport,Rafael Hernández International Airport,18.4949,-67.129402,237,NA,PR,PR-U-A,Aguadilla,yes,TJBQ,BQN,BQN,,https://en.wikipedia.org/wiki/Rafael_Hern%C3%A1ndez_Airport,"Ramey, TJFF"
6381,TJIG,medium_airport,Fernando Luis Ribas Dominicci Airport,18.45680046081543,-66.09809875488281,10,NA,PR,PR-U-A,San Juan,yes,TJIG,SIG,SIG,,https://en.wikipedia.org/wiki/Fernando_Luis_Ribas_Dominicci_Airport,Isla Grande
6382,TJMZ,medium_airport,Eugenio Maria De Hostos Airport,18.255699157714844,-67.14849853515625,28,NA,PR,PR-U-A,Mayaguez,yes,TJMZ,MAZ,MAZ,,https://en.wikipedia.org/wiki/Eugenio_Mar%C3%ADa_de_Hostos_Airport,
6383,TJPS,medium_airport,Mercedita Airport,18.00830078125,-66.56300354003906,29,NA,PR,PR-U-A,Ponce,yes,TJPS,PSE,PSE,,https://en.wikipedia.org/wiki/Mercedita_Airport,
42321,TJRV,small_airport,José Aponte de la Torre Airport,18.2453,-65.643402,38,NA,PR,PR-U-A,Ceiba,yes,TJRV,NRR,RVR,,https://en.wikipedia.org/wiki/Jos%C3%A9_Aponte_de_la_Torre_Airport,"Ceiba International Airport, NAS Roosevelt Roads, NRR, TJNR"
6384,TJSJ,large_airport,Luis Munoz Marin International Airport,18.4393997192,-66.0018005371,9,NA,PR,PR-U-A,San Juan,yes,TJSJ,SJU,SJU,,https://en.wikipedia.org/wiki/Luis_Mu%C3%B1oz_Mar%C3%ADn_International_Airport,Isla Verde
6386,TKPK,medium_airport,Robert L. Bradshaw International Airport,17.311199188232422,-62.71870040893555,170,NA,KN,KN-U-A,Basseterre,yes,TKPK,SKB,,,https://en.wikipedia.org/wiki/Robert_L._Bradshaw_International_Airport,
6387,TKPN,medium_airport,Vance W. Amory International Airport,17.205699920654297,-62.589900970458984,14,NA,KN,KN-U-A,Charlestown,yes,TKPN,NEV,,,https://en.wikipedia.org/wiki/Vance_W._Amory_International_Airport,"Nevis, Bambooshay Airport, Newcastle Airport"
6388,TLPC,medium_airport,George F. L. Charles Airport,14.0202,-60.992901,22,NA,LC,LC-02,Castries,yes,TLPC,SLU,,http://www.slaspa.com/contentPages/view/george-f-l-charles-airport,https://en.wikipedia.org/wiki/George_F._L._Charles_Airport,Vigie Airport
6389,TLPL,large_airport,Hewanorra International Airport,13.7332,-60.952599,14,NA,LC,LC-11,Vieux Fort,yes,TLPL,UVF,,http://www.slaspa.com/contentPages/view/hewanorra-international-airport,https://en.wikipedia.org/wiki/Hewanorra_International_Airport,
44483,TN-0002,large_airport,Enfidha - Hammamet International Airport,36.075833,10.438611,21,AF,TN,TN-51,Enfidha,yes,DTNH,NBE,DTNH,http://www.enfidhahammametairport.com/,https://en.wikipedia.org/wiki/Enfidha_%E2%80%93_Hammamet_International_Airport,DTNH
6402,TNCA,large_airport,Queen Beatrix International Airport,12.5014,-70.015198,60,NA,AW,AW-U-A,Oranjestad,yes,TNCA,AUA,,,https://en.wikipedia.org/wiki/Queen_Beatrix_International_Airport,Playa
6403,TNCB,large_airport,Flamingo International Airport,12.131,-68.268501,20,NA,BQ,BQ-U-A,"Kralendijk, Bonaire",yes,TNCB,BON,,,https://en.wikipedia.org/wiki/Flamingo_International_Airport,Bonaire
6404,TNCC,large_airport,Hato International Airport,12.1889,-68.959801,29,NA,CW,CW-U-A,Willemstad,yes,TNCC,CUR,,,https://en.wikipedia.org/wiki/Hato_International_Airport,Curaçao
6405,TNCE,medium_airport,F. D. Roosevelt Airport,17.49650001525879,-62.979400634765625,129,NA,BQ,BQ-U-A,Sint Eustatius,yes,TNCE,EUX,,,https://en.wikipedia.org/wiki/F.D._Roosevelt_Airport,
6406,TNCM,large_airport,Princess Juliana International Airport,18.041,-63.108898,13,NA,SX,SX-U-A,Saint Martin,yes,TNCM,SXM,,,https://en.wikipedia.org/wiki/Princess_Juliana_International_Airport,
32245,TNCS,small_airport,Juancho E. Yrausquin Airport,17.645000457763672,-63.220001220703125,60,NA,BQ,BQ-U-A,Saba,yes,TNCS,SAB,,,https://en.wikipedia.org/wiki/Juancho_E._Yrausquin_Airport,
6407,TQPF,medium_airport,Clayton J Lloyd International Airport,18.204773,-63.05383,127,NA,AI,AI-U-A,The Valley,yes,TQPF,AXA,,http://www.news.ai/ref/airport.html,https://en.wikipedia.org/wiki/Anguilla_Wallblake_Airport,Wallblake Airport
44781,TR-0017,small_airport,Bingöl Çeltiksuyu Airport,38.8592605591,40.5959625244,3506,AS,TR,TR-12,Bingöl,yes,LTCU,BGG,,,https://en.wikipedia.org/wiki/Bing%C3%B6l_Airport,
43074,TRPG,medium_airport,John A. Osborne Airport,16.791400909423828,-62.19329833984375,550,NA,MS,MS-U-A,Gerald's Park,yes,TRPG,MNI,,,https://en.wikipedia.org/wiki/John_A._Osborne_Airport,Gerald's Airport
6409,TTCP,medium_airport,Tobago-Crown Point Airport,11.149700164794922,-60.83219909667969,38,NA,TT,TT-WTO,Scarborough,yes,TTCP,TAB,,,https://en.wikipedia.org/wiki/Crown_Point_Airport,
6410,TTPP,medium_airport,Piarco International Airport,10.595399856567383,-61.33720016479492,58,NA,TT,TT-TUP,Port of Spain,yes,TTPP,POS,,,https://en.wikipedia.org/wiki/Piarco_International_Airport,
309422,TTW,seaplane_base,Tissa Tank Waterdrome,6.2876,81.2906,75,AS,LK,LK-3,Tissamaharama,yes,,TTW,,,,
6411,TUPJ,medium_airport,Terrance B. Lettsome International Airport,18.445492,-64.541707,15,NA,VG,VG-U-A,Road Town,yes,TUPJ,EIS,,http://www.bareboatsbvi.com/beef_island.html,https://en.wikipedia.org/wiki/Terrance_B._Lettsome_International_Airport,"BVI, Beef Island Airport"
32575,TUPW,small_airport,Virgin Gorda Airport,18.446399688720703,-64.42749786376953,9,NA,VG,VG-U-A,Spanish Town,yes,TUPW,VIJ,,,https://en.wikipedia.org/wiki/Virgin_Gorda_Airport,
322383,TVSA,medium_airport,Argyle International Airport,13.156695,-61.149945,136,NA,VC,VC-04,Kingstown,yes,TVSA,SVD,,http://www.svgiadc.com,https://en.m.wikipedia.org/wiki/Argyle_International_Airport,
6413,TVSC,medium_airport,Canouan Airport,12.699,-61.3424,11,NA,VC,VC-06,Canouan,yes,TVSC,CIW,,,https://en.wikipedia.org/wiki/Canouan_Airport,
6414,TVSM,medium_airport,Mustique Airport,12.887900352478027,-61.180198669433594,8,NA,VC,VC-06,Mustique Island,yes,TVSM,MQS,,,https://en.wikipedia.org/wiki/Mustique_Airport,
32542,TVSU,medium_airport,Union Island International Airport,12.60013484954834,-61.41194534301758,16,NA,VC,VC-06,Union Island,yes,TVSU,UNI,,,,
336113,TWC,small_airport,Tumxuk Tangwangcheng Airport,39.886663,79.233408,3566,AS,CN,CN-65,Tumxuk,yes,ZWTS,TWC,TWC,,https://en.wikipedia.org/wiki/Tumxuk_Tangwangcheng_Airport,
6416,TXKF,medium_airport,L.F. Wade International International Airport,32.36399841308594,-64.67870330810547,12,NA,BM,BM-U-A,Hamilton,yes,TXKF,BDA,,http://www.bermudaairport.com/,https://en.wikipedia.org/wiki/Bermuda_International_Airport,"Kindley Air Force Base, Fort Bell Army Airfield, NAS Bermuda, Naval Air Station Bermuda"
6421,UAAA,large_airport,Almaty International Airport,43.3521,77.040497,2234,AS,KZ,KZ-ALM,Almaty,yes,UAAA,ALA,,,https://en.wikipedia.org/wiki/Almaty_International_Airport,Alma Ata
6423,UACC,large_airport,Nursultan Nazarbayev International Airport,51.022202,71.466904,1165,AS,KZ,KZ-AKM,Nur-Sultan,yes,UACC,NQZ,,https://www.nn-airport.kz,https://en.wikipedia.org/wiki/Nursultan_Nazarbayev_International_Airport,
31768,UACK,medium_airport,Kokshetau Airport,53.329102,69.594597,900,AS,KZ,KZ-AKM,Kokshetau,yes,UACK,KOV,,,https://en.wikipedia.org/wiki/Kokshetau_Airport,KOKCHETAV TROFIMOVKA
32495,UACP,medium_airport,Petropavl Airport,54.774702,69.183273,453,AS,KZ,KZ-SEV,Petropavl,yes,UACP,PPK,,,,
6424,UADD,medium_airport,Taraz Airport,42.853599548339844,71.30359649658203,2184,AS,KZ,KZ-ZHA,Taraz,yes,UADD,DMB,,,https://en.wikipedia.org/wiki/Taraz_Airport,Aulie Ata
6425,UAFL,medium_airport,Issyk-Kul International Airport,42.585584,76.701181,5425,AS,KG,KG-Y,Tamchy,yes,UCFL,IKU,IKU,http://www.airport.kg/index.php?option=com_content&view=article&id=4&Itemid=6,https://en.wikipedia.org/wiki/Tamchy_Airport,"UAFL, Issyk-Kul Airport, Chok-Tal Airport, Аэропорт Тамчы, Аэропорт Иссык-Куль, Аэропорт Чок-Тал"
6426,UAFM,large_airport,Manas International Airport,43.0612983704,74.4776000977,2058,AS,KG,KG-C,Bishkek,yes,UCFM,FRU,,,https://en.wikipedia.org/wiki/Manas_International_Airport,"UAFM, Manas Air Force Base"
6427,UAFO,medium_airport,Osh Airport,40.6090011597,72.793296814,2927,AS,KG,KG-O,Osh,yes,UCFO,OSS,,http://www.airport.kg/eng/branches.htm,https://en.wikipedia.org/wiki/Osh_Airport,
6429,UAII,medium_airport,Shymkent Airport,42.364200592041016,69.47889709472656,1385,AS,KZ,KZ-YUZ,Shymkent,yes,UAII,CIT,,,https://en.wikipedia.org/wiki/Shymkent_Airport,"Chimkent Airport, Аэропорт Шымкент, Аэропорт Чимкент"
337747,UAIT,large_airport,Hazrat Sultan International Airport,43.313126,68.549881,1,AS,KZ,KZ-YUZ,,yes,UAIT,HSA,,,https://en.wikipedia.org/wiki/Hazret_Sultan_International_Airport,
6430,UAKD,medium_airport,Zhezkazgan Airport,47.708302,67.733299,1250,AS,KZ,KZ-KAR,Zhezkazgan,yes,UAKD,DZN,,,https://en.wikipedia.org/wiki/Dzhezkazgan_Airport,"УАКД, Жезказган, Dzhezkazgan South"
6431,UAKK,medium_airport,Sary-Arka Airport,49.670799,73.334396,1765,AS,KZ,KZ-KAR,Karaganda,yes,UAKK,KGF,,,https://en.wikipedia.org/wiki/Sary-Arka_Airport,
31794,UAOO,small_airport,Kyzylorda Airport,44.706902,65.592499,433,AS,KZ,KZ-KZY,Kyzylorda,yes,UAOO,KZO,,,https://en.wikipedia.org/wiki/Kyzylorda_Airport,Kyzylorda Southwest
6432,UARR,medium_airport,Uralsk Airport,51.15079879760742,51.54309844970703,125,AS,KZ,KZ-ZAP,Uralsk,yes,UARR,URA,,,https://en.wikipedia.org/wiki/Oral_Ak_Zhol_Airport,Podstepnyy
6433,UASK,medium_airport,Ust-Kamenogorsk Airport,50.036571,82.493477,939,AS,KZ,KZ-VOS,Ust-Kamenogorsk (Oskemen),yes,UASK,UKK,,,https://en.wikipedia.org/wiki/Ust-Kamenogorsk_Airport,"Ust-Kamennogorsk Airport, Аэропорт Усть-Каменногорск"
6434,UASP,medium_airport,Pavlodar Airport,52.19499969482422,77.07389831542969,410,AS,KZ,KZ-PAV,Pavlodar,yes,UASP,PWQ,,,https://en.wikipedia.org/wiki/Pavlodar_Airport,Pavlodar South
6435,UASS,medium_airport,Semipalatinsk Airport,50.351295,80.234398,761,AS,KZ,KZ-VOS,Semey,yes,UASS,PLX,,,https://en.wikipedia.org/wiki/Semipalitinsk_Airport,Semey Airport
318183,UASZ,small_airport,Zaysan Airport,47.487491,84.887675,1877,AS,KZ,KZ-VOS,Zaysan,yes,UASZ,SZI,,,https://en.wikipedia.org/wiki/Zaysan_Airport,Zaisan
6436,UATE,medium_airport,Aktau Airport,43.860093,51.09086,73,AS,KZ,KZ-MAN,Aktau,yes,UATE,SCO,,http://aktau-airport.kz/,https://en.wikipedia.org/wiki/Aktau_Airport,Akshukyr
6437,UATG,medium_airport,Atyrau International Airport,47.122559,51.819321,-72,EU,KZ,KZ-ATY,Atyrau,yes,UATG,GUW,,,https://en.wikipedia.org/wiki/Atyrau_Airport,
6438,UATT,medium_airport,Aktobe Airport,50.2458,57.206699,738,AS,KZ,KZ-AKT,Aktobe,yes,UATT,AKX,,,https://en.wikipedia.org/wiki/Aktobe_Airport,"Aktyubinsk Airport, Aktubinsk Airport, Аэропорт Актюбинск"
6439,UAUU,medium_airport,Kostanay West Airport,53.20690155029297,63.55030059814453,595,AS,KZ,KZ-KUS,Kostanay,yes,UAUU,KSN,,,https://en.wikipedia.org/wiki/Kostanai_Airport,
6440,UBBB,large_airport,Heydar Aliyev International Airport,40.467498779296875,50.04669952392578,10,AS,AZ,AZ-BA,Baku,yes,UBBB,GYD,,http://www.airport-baku.com/,https://en.wikipedia.org/wiki/Heydar_Aliyev_International_Airport,"BAK, Bina International Airport, Heydər Əliyev adına beynəlxalq hava limanı"
6441,UBBG,medium_airport,Ganja International Airport,40.737701,46.3176,1083,AS,AZ,AZ-GA,Ganja,yes,UBBG,KVD,,,https://en.wikipedia.org/wiki/Ganja_International_Airport,"Gyandzha Airport, Аэропорт Гянджа"
72,UBBL,small_airport,Lankaran International Airport,38.757919,48.807042,30,AS,AZ,AZ-LA,Lankaran,yes,UBBL,LLK,,,https://en.wikipedia.org/wiki/Lankaran_International_Airport,"UB10, Lenkoran"
6442,UBBN,medium_airport,Nakhchivan Airport,39.18880081176758,45.45840072631836,2863,AS,AZ,AZ-NX,Nakhchivan,yes,UBBN,NAJ,,,https://en.wikipedia.org/wiki/Nakhichevan_Airport,"Nakhichevan Airport, Аэропорт Нахичевань, UB15"
300740,UBBQ,medium_airport,Gabala International Airport,40.808617,47.725389,935,AS,AZ,AZ-QAB,Gabala,yes,UBBQ,GBB,,,https://en.wikipedia.org/wiki/Gabala_Airport,"Qəbələ, Qabala"
6444,UDSG,medium_airport,Shirak International Airport,40.750401,43.859299,5000,AS,AM,AM-SH,Gyumri,yes,UDSG,LWN,,http://www.aviation.am/eng/gorc/aeroport.htm,https://en.wikipedia.org/wiki/Shirak_Airport,UGEL
6446,UDYZ,large_airport,Zvartnots International Airport,40.1473007202,44.3959007263,2838,AS,AM,AM-ER,Yerevan,yes,UDYZ,EVN,,http://www.aia-zvartnots.aero/,https://en.wikipedia.org/wiki/Zvartnots_International_Airport,"UGEE, Erevan Airport, Erivan Airport, Аэропорт Звартноц, Аэропорт Ереван"
32507,UEBB,small_airport,Batagay Airport,67.648002624512,134.69500732422,696,AS,RU,RU-SA,Batagay,yes,UEBB,BQJ,,,https://en.wikipedia.org/wiki/Batagay_Airport,"УЕББ, Батагай"
314969,UEBS,small_airport,Sakkyryr Airport,67.792,130.394,1686,EU,RU,RU-SA,Batagay-Alyta,yes,UEBS,SUK,,,https://en.wikipedia.org/wiki/Sakkyryr_Airport,"УЕБС, Саккырыр, Батагаы-Алыта"
44859,UEBT,small_airport,Ust-Kuyga Airport,70.011002,135.645004,327,EU,RU,RU-SA,Ust-Kuyga,yes,UEBT,UKG,,,https://en.wikipedia.org/wiki/Ust-Kuyga_Airport,"УЕБТ, Аэропорт Усть-Куйга"
6447,UEEE,medium_airport,Yakutsk Airport,62.093299865722656,129.77099609375,325,AS,RU,RU-SA,Yakutsk,yes,UEEE,YKS,,,https://en.wikipedia.org/wiki/Yakutsk_Airport,
5751,UELL,medium_airport,Chulman Airport,56.913898468018,124.91400146484,2812,AS,RU,RU-SA,Neryungri,yes,UELL,NER,,,https://en.wikipedia.org/wiki/Chulman_Airport,"Neryungri Airport, Аэропорт Чульман, Аэропорт Нерюнгри, CNN"
32509,UEMA,medium_airport,Moma Airport,66.450861,143.261551,656,EU,RU,RU-SA,Khonuu,yes,UEMA,MQJ,,,https://en.wikipedia.org/wiki/Moma_Airport,Аэропорт Мома
32510,UEMO,medium_airport,Olyokminsk Airport,60.397499,120.471001,656,EU,RU,RU-SA,Olyokminsk,yes,UEMO,OLZ,,,https://en.wikipedia.org/wiki/Olyokminsk_Airport,"Olekminsk Airport, Аэропорт Олёкминск, Аэропорт Олекминск"
44662,UEMT,medium_airport,Ust-Nera Airport,64.550003051758,143.11500549316,1805,EU,RU,RU-SA,Ust-Nera,yes,UEMT,USR,,,https://en.wikipedia.org/wiki/Ust-Nera_Airport,"УЕМТ, Аэропорт Усть-Нера"
44668,UEMU,small_airport,Ust-Maya Airport,60.356998443604,134.43499755859,561,EU,RU,RU-SA,Ust-Maya,yes,UEMU,UMS,,,https://en.wikipedia.org/wiki/Ust-Maya_Airport,"УЕМУ, Аэропорт Усть-Мая"
43673,UENI,small_airport,Verkhnevilyuisk Airport,63.458057403564,120.26916503906,411,AS,RU,RU-SA,Verkhnevilyuisk,yes,UENI,VHV,,,https://en.wikipedia.org/wiki/Verkhnevilyuysk_Airport,"УЕНИ, Verkhneviluisk Airport, Verhnevilyuisk Airport, Verhneviluisk Airport, Аэропорт Верхневилюйск"
35092,UENS,small_airport,Suntar Airport,62.185001373291,117.63500213623,452,AS,RU,RU-SA,Suntar,yes,UENS,SUY,,,https://en.wikipedia.org/wiki/Suntar_Airport,"УЕНС, Сунтар"
43006,UENW,medium_airport,Vilyuisk Airport,63.75666809082,121.69333648682,361,AS,RU,RU-SA,Vilyuisk,yes,UENW,VYI,,,https://en.wikipedia.org/wiki/Vilyuisk_Airport,"УЕНВ, Вилюйск"
32512,UERL,medium_airport,Lensk Airport,60.7206001282,114.825996399,801,AS,RU,RU-SA,Lensk,yes,UERL,ULK,,,https://en.wikipedia.org/wiki/Lensk_Airport,
6448,UERP,medium_airport,Polyarny Airport,66.4003982544,112.029998779,1660,AS,RU,RU-SA,Yakutia,yes,UERP,PYJ,,,https://en.wikipedia.org/wiki/Polyarny_Airport,Аэропорт Полярный
6449,UERR,medium_airport,Mirny Airport,62.534698486328125,114.03900146484375,1156,AS,RU,RU-SA,Mirny,yes,UERR,MJZ,,,https://en.wikipedia.org/wiki/Mirny_Airport,
44870,UERS,medium_airport,Saskylakh Airport,71.927902,114.080002,,EU,RU,RU-SA,Saskylakh,yes,UERS,SYS,,,https://en.wikipedia.org/wiki/Saskylakh_Airport,"УЕРС, Аэропорт Саскылах"
316761,UESK,medium_airport,Srednekolymsk Airport,67.4805,153.7364,60,EU,RU,RU-SA,Srednekolymsk,yes,UESK,SEK,,,https://en.wikipedia.org/wiki/Srednekolymsk_Airport,"УЕСК, Среднеколымск"
32514,UESO,medium_airport,Chokurdakh Airport,70.62310028076172,147.90199279785156,151,AS,RU,RU-SA,Chokurdah,yes,UESO,CKH,,,https://en.wikipedia.org/wiki/Chokurdakh_Airport,"Chokurdah Airport, Cokurdah Airport, Аэропорт Чокурдах"
30870,UESS,medium_airport,Cherskiy Airport,68.7406005859375,161.33799743652344,20,AS,RU,RU-SA,Cherskiy,yes,UESS,CYX,,,https://en.wikipedia.org/wiki/Chersky_Airport,"Chersky Airport, Аэропорт Черский"
6450,UEST,medium_airport,Tiksi Airport,71.697700500488,128.90299987793,26,AS,RU,RU-SA,Tiksi,yes,UEST,IKS,,,https://en.wikipedia.org/wiki/Tiksi_Airport,"УЕСТ, Аеропорт Тикси"
42980,UESU,medium_airport,Zyryanka Airport,65.7485,150.8889,140,AS,RU,RU-SA,Zyryanka,yes,UESU,ZKP,,,https://en.wikipedia.org/wiki/Zyryanka_Airport,"УЕСУ, Аэропорт Зырянка"
35165,UG-OYG,small_airport,Moyo Airport,3.6444001197815,31.762762069702,3250,AF,UG,UG-N,Moyo,yes,HUMY,OYG,,,https://en.wikipedia.org/wiki/Moyo_Airport,
6451,UGKO,medium_airport,David the Builder Kutaisi International Airport,42.176768,42.482393,223,AS,GE,GE-IM,Kopitnari,yes,UGKO,KUT,,,https://en.wikipedia.org/wiki/David_the_Builder_Kutaisi_International_Airport,Kopitnari
6452,UGSB,medium_airport,Batumi International Airport,41.6102981567,41.5997009277,105,AS,GE,GE-AJ,Batumi,yes,UGSB,BUS,,,https://en.wikipedia.org/wiki/Batumi_International_Airport,
3092,UGSS,medium_airport,Sukhumi Babushara /  Vladislav Ardzinba International Airport,42.8582,41.128101,53,AS,GE,GE-AB,Sukhumi,yes,UGSS,SUI,,,https://en.wikipedia.org/wiki/Sukhumi_Babushara_Airport,"Babushara Airport, Sukhumi Dranda, UG29, URAS"
6453,UGTB,large_airport,Tbilisi International Airport,41.6692008972,44.95470047,1624,AS,GE,GE-TB,Tbilisi,yes,UGTB,TBS,,http://www.tbilisiairport.com/,https://en.wikipedia.org/wiki/Tbilisi_International_Airport,თბილისის საერთაშორისო აეროპორტი
6454,UHBB,medium_airport,Ignatyevo Airport,50.42539978027344,127.41200256347656,638,AS,RU,RU-AMU,Blagoveschensk,yes,UHBB,BQS,,,https://en.wikipedia.org/wiki/Ignatyevo_Airport,"Blagoveschensk Airport, Blagoveshchensk Airport, Аэропорт Игнатьево, Аэропорт Благовещенск"
6455,UHHH,medium_airport,Khabarovsk Novy Airport,48.528338,135.188588,244,EU,RU,RU-KHA,Khabarovsk,yes,UHHH,KHV,,http://airkhv.ru/,https://en.wikipedia.org/wiki/Khabarovsk_Novy_Airport,Аэропорт Хабаровск-Новый
31790,UHKK,medium_airport,Komsomolsk-on-Amur Airport,50.409000396728516,136.9340057373047,92,AS,RU,RU-KHA,Komsomolsk-on-Amur,yes,UHKK,KXK,,,https://en.wikipedia.org/wiki/Komsomolsk-on-Amur_Airport,"Komsomolsk-na-Amure Airport, Khurba Airport, Аэропорт Комсомольск-на-Амуре, Аэропорт Хурба"
6456,UHMA,medium_airport,Ugolny Yuri Ryktheu Airport,64.734902,177.740997,194,EU,RU,RU-CHU,Anadyr,yes,UHMA,DYR,,,https://en.wikipedia.org/wiki/Ugolny_Airport,"Аnadyr Airport, Аэропорт Анадырь"
44473,UHMK,medium_airport,Keperveem Airport,67.845001,166.139999,623,EU,RU,RU-CHU,Keperveem,yes,UHMK,KPW,,,,"Keperveyem Airport, Аэропорт Кепервеем"
6458,UHMM,medium_airport,Sokol Airport,59.9109992980957,150.72000122070312,574,AS,RU,RU-MAG,Magadan,yes,UHMM,GDX,,,https://en.wikipedia.org/wiki/Sokol_Airport,
44660,UHMO,small_airport,Markovo Airport,64.665088,170.429782,,EU,RU,RU-CHU,Markovo,yes,UHMO,KVM,,,https://en.wikipedia.org/wiki/Markovo_Airport,Аэропорт Марково
45189,UHNB,small_airport,Bogorodskoye Airport,52.381041,140.449378,,EU,RU,RU-KHA,Bogorodskoye,yes,UHNB,BQG,,,,"Bogorodskoe Airport, Аэропорт Богородское, УХНБ"
44611,UHNN,medium_airport,Nikolayevsk-na-Amure Airport,53.154999,140.649994,170,EU,RU,RU-KHA,Nikolayevsk-na-Amure Airport,yes,UHNN,NLI,,,https://en.wikipedia.org/wiki/Nikolayevsk-on-Amur_Airport,"Nikolaevsk-na-Amure Airport, Nikolayevsk-on-Amur Airport, Аэропорт Николаевск-на-Амуре"
35177,UHOO,medium_airport,Okhotsk Airport,59.410064697265625,143.05650329589844,,AS,RU,RU-KHA,Okhotsk,yes,UHOO,OHO,,,https://en.wikipedia.org/wiki/Okhotsk_Airport,
6460,UHPP,medium_airport,Yelizovo Airport,53.16790008544922,158.45399475097656,131,AS,RU,RU-KAM,Petropavlovsk-Kamchatsky,yes,UHPP,PKC,,,https://en.wikipedia.org/wiki/Petropavlovsk-Kamchatsky_Airport,
319423,UHSI,small_airport,Iturup Airport,45.256389,147.95549,387,EU,RU,RU-SAK,Kurilsk,yes,UHSI,ITU,,,https://en.wikipedia.org/wiki/Iturup_Airport,
35125,UHSK,small_airport,Shakhtyorsk Airport,49.1903,142.082993,50,EU,RU,RU-SAK,Shakhtyorsk,yes,UHSK,EKS,,,https://en.wikipedia.org/wiki/Shakhtyorsk_Airport,"Shakhtersk Airport, Аэропорт Шахтёрск, Аэропорт Шахтерск"
6461,UHSS,medium_airport,Yuzhno-Sakhalinsk Airport,46.885461,142.717466,59,EU,RU,RU-SAK,Yuzhno-Sakhalinsk,yes,UHSS,UUS,,http://www.airportus.ru/,https://en.wikipedia.org/wiki/Yuzhno-Sakhalinsk_Airport,"Аэропорт Южно-Сахалинск, Khomutovo"
43867,UHWP,small_airport,Plastun Airport,44.814998626709,136.29200744629,66,AS,RU,RU-PRI,Plastun,yes,UHWP,TLY,,,,Аэропорт Пластун
6462,UHWW,large_airport,Vladivostok International Airport,43.396256,132.148155,59,EU,RU,RU-PRI,Artyom,yes,UHWW,VVO,,http://www.vladivostokavia.ru/en/airport/,https://en.wikipedia.org/wiki/Vladivostok_International_Airport,Vladivostok-Knevichi Airport
6463,UIAA,medium_airport,Chita-Kadala International Airport,52.026299,113.306,2272,EU,RU,RU-CHI,Chita,yes,UIAA,HTA,,http://aerochita.ru/,https://en.wikipedia.org/wiki/Kadala_Airport,
6464,UIBB,medium_airport,Bratsk Airport,56.370601654052734,101.697998046875,1610,AS,RU,RU-IRK,Bratsk,yes,UIBB,BTK,,,https://en.wikipedia.org/wiki/Bratsk_Airport,Аэропорт Братск
6465,UIII,medium_airport,Irkutsk International Airport,52.268002,104.389,1675,EU,RU,RU-IRK,Irkutsk,yes,UIII,IKT,,http://www.iktport.ru/,https://en.wikipedia.org/wiki/Irkutsk_Airport,
32524,UIKB,small_airport,Bodaybo Airport,57.866100311299995,114.242996216,919,AS,RU,RU-IRK,Bodaybo,yes,UIKB,ODO,,,https://en.wikipedia.org/wiki/Bodaybo_Airport,"Bodaibo Airport, Аэропорт Бодайбо"
42930,UITT,medium_airport,Ust-Kut Airport,56.8567008972168,105.7300033569336,2188,AS,RU,RU-IRK,Ust-Kut,yes,UITT,UKX,,,https://en.wikipedia.org/wiki/Ust-Kut_Airport,Аэропорт Усть-Кут
6466,UIUU,medium_airport,Baikal International Airport,51.808614,107.439652,1690,EU,RU,RU-BU,Ulan Ude,yes,UIUU,UUD,,,https://en.wikipedia.org/wiki/Ulan-Ude_Airport,"Mukhino Airport, Ulan-Ude Airport"
32529,UJAP,small_airport,Ujae Atoll Airport,8.92805957794,165.761993408,29,OC,MH,MH-UJA,Ujae Atoll,yes,,UJE,,,https://en.wikipedia.org/wiki/Ujae_Airport,
6467,UKBB,large_airport,Boryspil International Airport,50.345001220703125,30.894699096679688,427,EU,UA,UA-32,Kiev,yes,UKBB,KBP,,http://www.airport-borispol.kiev.ua/,https://en.wikipedia.org/wiki/Boryspil_International_Airport,"Borispol, Міжнародний аеропорт ""Бориспіль"""
6469,UKCM,medium_airport,Mariupol International Airport,47.07609939575195,37.44960021972656,251,EU,UA,UA-14,Mariupol,yes,UKCM,MPW,,http://www.maraero.com/,https://en.wikipedia.org/wiki/Mariupol_International_Airport,"Міжнародний аеропорт ""Маріуполь"""
6470,UKCW,medium_airport,Luhansk International Airport,48.4174003601,39.3740997314,636,EU,UA,UA-09,Luhansk,yes,UKCW,VSG,,,https://en.wikipedia.org/wiki/Luhansk_International_Airport,"Lugansk International Airport, Міжнародний аеропорт Луганськ, Аэропорт Луганск"
6471,UKDD,medium_airport,Dnipropetrovsk International Airport,48.357200622558594,35.10060119628906,481,EU,UA,UA-12,Dnipropetrovsk,yes,UKDD,DNK,,,https://en.wikipedia.org/wiki/Dnipropetrovsk_International_Airport,"Міжнародний аеропорт ""Дніпропетровськ"""
6472,UKDE,medium_airport,Zaporizhzhia International Airport,47.867000579833984,35.31570053100586,373,EU,UA,UA-23,Zaporizhia,yes,UKDE,OZH,,,https://en.wikipedia.org/wiki/Zaporizhia_International_Airport,"Zaporozhye Airport, Міжнародний аеропорт Запоріжжя, Аэропорт Запорожье"
